,Close,Volume,Open,High,Low,Date
0,0.344493702723751,0.07190075940550228,0.3298197203758211,0.31630931234532056,0.3503442626353279,2020-01-02
1,0.3502756076214125,0.08418474942092447,0.3461858822026813,0.3299944324143812,0.3619549089105236,2020-01-03
2,0.34301460361595504,0.11430571715326775,0.3289875767324213,0.3115124162003017,0.34818419749243534,2020-01-06
3,0.3622427894303196,0.13144592491869628,0.3441054172773401,0.33013543844938564,0.36100986109754185,2020-01-07
4,0.358208966707498,0.08991365428839425,0.349653288472636,0.33084089917718684,0.35898472921187086,2020-01-08
5,0.3661422232066013,0.16694021647207935,0.35353676656429056,0.33916477604662665,0.3743755667389932,2020-01-09
6,0.3797229956568261,0.15867710529076529,0.35533977973060393,0.3484763409902659,0.38024845950768826,2020-01-10
7,0.3794541151767642,0.07299521633767342,0.3618585204488136,0.34960503509946983,0.3819360522453332,2020-01-13
8,0.38873197925014147,0.14847783479391763,0.37378640648280537,0.36286681414893296,0.39597673318035054,2020-01-14
9,0.39532073076195295,0.10895731195715758,0.37572814552863254,0.3663939025115489,0.4004320027283299,2020-01-15
10,0.406077693943126,0.16956820959144636,0.388210829263838,0.3761287008365909,0.41096256493083616,2020-01-16
11,0.4005647721125086,0.13048652812307682,0.39847432219418844,0.38318287756182257,0.4127177272995781,2020-01-17
12,0.3989511814711907,0.1054527065908633,0.388210829263838,0.37528223407378547,0.41028758963726997,2020-01-20
13,0.39290039609346705,0.102095234107805,0.3865464361601967,0.3679458300021555,0.4017820563179484,2020-01-21
14,0.405943202409604,0.20514498833522893,0.38127601672392863,0.37753951465399826,0.4056972838295829,2020-01-22
15,0.40688443797029394,0.11290480276462332,0.3943134981603478,0.38304176388862354,0.4160929127748678,2020-01-23
16,0.4125319539214155,0.15653243834037917,0.40069351299904343,0.3893905875242488,0.4229782169826688,2020-01-24
17,0.4001612975119425,0.12287873514725063,0.3840498994131556,0.37062645160196583,0.40637236212563543,2020-01-28
18,0.4080946565980278,0.09932331957476337,0.3943134981603478,0.3817720637444152,0.41474285918524934,2020-01-29
19,0.41925509437976693,0.17656665595383858,0.3998612635388019,0.3899549345788508,0.421763199652758,2020-01-30
20,0.41683475971128126,0.3869537736313609,0.4099861364064801,0.39743234468548516,0.42473337935141076,2020-01-31
21,0.40728791257086006,0.11491952414109248,0.3902912941891792,0.38304176388862354,0.4133927025931441,2020-02-03
22,0.4040607312882242,0.1401611991199146,0.39375870045913386,0.37937366949100315,0.4121101156321363,2020-02-04
23,0.3902110783579372,0.1759743777064065,0.4020804543436569,0.3837472246164245,0.40286214039063784,2020-02-05
24,0.4029851067809943,0.20065618649170264,0.3872399597409244,0.3745767733459845,0.4058323200892908,2020-02-06
25,0.41064948280003566,0.18798140820799286,0.39681003490738886,0.38092559698160977,0.4119076127438177,2020-02-07
26,0.40419522282174614,0.09583869668573963,0.39847432219418844,0.38007902258060955,0.4136627751125599,2020-02-10
27,0.40957375570582377,0.10144633884143976,0.39930657165442995,0.3837472246164245,0.4196030315073791,2020-02-11
28,0.45609787536717794,0.41187822678351343,0.418723962112703,0.4339729284558521,0.4422842820214259,2020-02-12
29,0.4634933709061574,0.23406682901636494,0.45048541624350946,0.43637143034745873,0.4648305992782511,2020-02-13
30,0.49388189191527865,0.46003468862899516,0.4631068258582287,0.46910280604700605,0.4841366643170082,2020-02-14
31,0.4733090985266405,0.14347079691784564,0.4823855962538297,0.4667043041553992,0.4834615860209557,2020-02-17
32,0.484066164294796,0.21470363012624882,0.4687933171161969,0.4579571939045569,0.4879168555689348,2020-02-18
33,0.4513916975637283,0.4664801080385938,0.4438280554626277,0.42818855951302337,0.4598352876939271,2020-02-19
